experiment,target_project,seed,model,selected_candidate,selection_mode,threshold,selection_score,avg_precision,roc_auc,mcc,f1,balanced_accuracy,precision,recall,brier,precision_at_10pct,recall_at_10pct,lift_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct
within_project,CM1,7,LR_std_C0.1,LR_std_C0.1,single_candidate_balanced_threshold,0.406,0.8697847721703282,0.9107142857142857,0.9333333333333333,0.5222329678670935,0.7058823529411765,0.75,0.5454545454545454,1.0,0.19780218742555838,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,CM1,7,LR_std_C1,LR_std_C1,single_candidate_balanced_threshold,0.450096,0.8622288812870919,0.798611111111111,0.8166666666666667,0.5163977794943222,0.7142857142857143,0.7666666666666666,0.625,0.8333333333333334,0.18957289792267357,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,7,DT_leaf5,DT_leaf5,single_candidate_balanced_threshold,0.03,0.778817086767196,0.5499999999999999,0.6583333333333333,0.2,0.5714285714285714,0.55,0.4,1.0,0.24693326404636054,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
within_project,CM1,7,ET_leaf5,ET_leaf5,single_candidate_balanced_threshold,0.485381,0.9568410770630675,0.8690476190476191,0.8666666666666667,0.3333333333333333,0.625,0.6666666666666667,0.5,0.8333333333333334,0.2121206782876945,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,CM1,7,AQRPE_v2_balanced,ET_leaf5,balanced_objective,0.485381,0.9568410770630675,0.8690476190476191,0.8666666666666667,0.3333333333333333,0.625,0.6666666666666667,0.5,0.8333333333333334,0.2121206782876945,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,CM1,7,AQRPE_v2_rank,ET_leaf5,rank_objective_fixed_threshold,0.5,0.7833333333333333,0.8690476190476191,0.8666666666666667,0.42289003161103106,0.6666666666666666,0.7166666666666667,0.5555555555555556,0.8333333333333334,0.21212067828769451,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,CM1,7,AQRPE_v2_mcc,ET_leaf5,mcc_objective,0.485381,1.0,0.8690476190476191,0.8666666666666667,0.3333333333333333,0.625,0.6666666666666667,0.5,0.8333333333333334,0.2121206782876945,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,CM1,7,AQRPE_v2_soft_top3,ET_leaf5|LR_std_C0.1|LR_std_C1,soft_top3_balanced_objective,0.415867,0.8796717115787719,0.8766233766233766,0.8833333333333333,0.5222329678670935,0.7058823529411765,0.75,0.5454545454545454,1.0,0.19806831272010406,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,2.6666666666666665
within_project,JM1,7,LR_std_C0.1,LR_std_C0.1,single_candidate_balanced_threshold,0.3355,0.8017388637653933,0.6357142857142858,0.8166666666666665,0.3721042037676254,0.631578947368421,0.65,0.46153846153846156,1.0,0.21152039829369745,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
within_project,JM1,7,LR_std_C1,LR_std_C1,single_candidate_balanced_threshold,0.475787,0.8656599340052222,0.6299603174603176,0.7999999999999999,0.6831300510639732,0.8,0.85,0.6666666666666666,1.0,0.19299679703563427,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,7,DT_leaf5,DT_leaf5,single_candidate_balanced_threshold,0.03,0.6253234382499999,0.5503306878306877,0.7333333333333334,0.42289003161103106,0.6666666666666666,0.7166666666666667,0.5555555555555556,0.8333333333333334,0.26320308750000754,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,JM1,7,ET_leaf5,ET_leaf5,single_candidate_balanced_threshold,0.4295,0.780711192661998,0.6208333333333332,0.8083333333333332,0.4472135954999579,0.6666666666666666,0.7,0.5,1.0,0.21688096156759912,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
within_project,JM1,7,AQRPE_v2_balanced,LR_std_C1,balanced_objective,0.475787,0.8656599340052222,0.6299603174603176,0.7999999999999999,0.6831300510639732,0.8,0.85,0.6666666666666666,1.0,0.19299679703563427,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,7,AQRPE_v2_rank,LR_std_C1,rank_objective_fixed_threshold,0.5,0.7583333333333333,0.6299603174603176,0.7999999999999999,0.6831300510639732,0.8,0.85,0.6666666666666666,1.0,0.19299679703563427,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,7,AQRPE_v2_mcc,LR_std_C1,mcc_objective,0.475787,0.8703882797784892,0.6299603174603176,0.7999999999999999,0.6831300510639732,0.8,0.85,0.6666666666666666,1.0,0.19299679703563427,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,7,AQRPE_v2_soft_top3,LR_std_C1|LR_std_C0.1|ET_leaf5,soft_top3_balanced_objective,0.3355,0.7996035003437635,0.6357142857142858,0.8166666666666665,0.3721042037676254,0.631578947368421,0.65,0.46153846153846156,1.0,0.20211993631691716,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
within_project,CM1,13,LR_std_C0.1,LR_std_C0.1,single_candidate_balanced_threshold,0.406,0.707616110597891,0.8134920634920635,0.8833333333333334,0.6,0.75,0.8,0.6,1.0,0.18491080733833676,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,LR_std_C1,LR_std_C1,single_candidate_balanced_threshold,0.359,0.718322405413428,0.826388888888889,0.8666666666666666,0.6831300510639732,0.8,0.85,0.6666666666666666,1.0,0.15831104616110103,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,DT_leaf5,DT_leaf5,single_candidate_balanced_threshold,0.605,0.7623982330575505,0.6180555555555556,0.7666666666666667,0.4472135954999579,0.6,0.7,0.75,0.5,0.22671872500000625,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,ET_leaf5,ET_leaf5,single_candidate_balanced_threshold,0.4765,0.699909749438042,0.6912698412698413,0.8166666666666667,0.5163977794943222,0.7142857142857143,0.7666666666666666,0.625,0.8333333333333334,0.16829694371716317,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
within_project,CM1,13,AQRPE_v2_balanced,DT_leaf5,balanced_objective,0.605,0.7623982330575505,0.6180555555555556,0.7666666666666667,0.4472135954999579,0.6,0.7,0.75,0.5,0.22671872500000625,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,AQRPE_v2_rank,DT_leaf5,rank_objective_fixed_threshold,0.5,0.6878787878787879,0.6180555555555556,0.7666666666666667,0.3133397807202561,0.5454545454545454,0.65,0.6,0.5,0.22671872500000625,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,AQRPE_v2_mcc,DT_leaf5,mcc_objective,0.605,0.7453559924999299,0.6180555555555556,0.7666666666666667,0.4472135954999579,0.6,0.7,0.75,0.5,0.22671872500000625,1.0,0.3333333333333333,2.6666666666666665,0.75,0.5,2.0
within_project,CM1,13,AQRPE_v2_soft_top3,DT_leaf5|LR_std_C1|LR_std_C0.1,soft_top3_balanced_objective,0.573354,0.7663346236704155,0.7291666666666666,0.8333333333333333,0.4472135954999579,0.6,0.7,0.75,0.5,0.16060737835543853,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,13,LR_std_C0.1,LR_std_C0.1,single_candidate_balanced_threshold,0.411909,0.6554184401796966,0.7098595848595849,0.7833333333333333,0.14907119849998599,0.5555555555555556,0.5666666666666667,0.4166666666666667,0.8333333333333334,0.2164174236129262,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,13,LR_std_C1,LR_std_C1,single_candidate_balanced_threshold,0.310382,0.6425773639684393,0.5945767195767195,0.7166666666666667,0.14907119849998599,0.5555555555555556,0.5666666666666667,0.4166666666666667,0.8333333333333334,0.22320051396531315,0.5,0.16666666666666666,1.3333333333333333,0.75,0.5,2.0
within_project,JM1,13,DT_leaf5,DT_leaf5,single_candidate_balanced_threshold,0.03,0.568135087165459,0.5069444444444444,0.65,0.4472135954999579,0.6666666666666666,0.7,0.5,1.0,0.2477169128117952,0.5,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333
